pc1,pc2,y
6.685247,-0.5365698,0.0
6.737074,-0.8320622,0.0
6.7376604,-0.7989278,0.0
6.6711526,-0.4696499,0.0
6.6744,-0.4769072,0.0
6.7238436,-0.7092035,0.0
6.7228856,-0.72339314,0.0
6.681186,-0.50724727,0.0
6.6743827,-0.492933,0.0
6.7348695,-0.82641363,0.0
6.752645,-1.1289068,0.0
6.6759815,-0.5094785,0.0
6.6952963,-0.60065234,0.0
6.717595,-0.6891502,0.0
6.710425,-0.673448,0.0
6.699229,-0.65480715,0.0
6.7282743,-0.7986933,0.0
6.707031,-0.67522407,0.0
6.6922092,-0.57898676,0.0
6.7288632,-0.79679567,0.0
6.7327423,-0.84152555,0.0
6.7352514,-0.885279,0.0
6.7351594,-0.93527156,0.0
6.7652116,-1.3324358,0.0
6.7577004,-1.2314975,0.0
6.73938,-1.0465899,0.0
6.696704,-0.6165885,0.0
6.760487,-1.3372198,0.0
6.752433,-1.1426495,0.0
6.7325864,-0.8815548,0.0
6.7547836,-1.1289308,0.0
6.7630672,-1.210513,0.0
6.7764773,-1.5314522,0.0
6.743966,-1.0132098,0.0
6.741377,-1.0409099,0.0
6.7768993,-1.4609861,0.0
6.750271,-1.06972,0.0
6.7555904,-1.2234809,0.0
6.778412,-1.5611159,0.0
6.745871,-1.1006812,0.0
6.759263,-1.2953357,0.0
6.7711205,-1.413786,0.0
6.7835774,-1.8355436,0.0
6.7700877,-1.4493757,0.0
6.768009,-1.3783445,0.0
6.772311,-1.51402,0.0
6.7419467,-1.134481,0.0
6.7927957,-2.1319952,0.0
6.7775598,-1.5435269,0.0
6.756037,-1.3565536,0.0
6.765619,-1.5339632,0.0
6.7748694,-1.8520645,0.0
6.793415,-2.4944685,0.0
6.7908025,-2.3474658,0.0
6.778842,-1.8695575,0.0
6.7861814,-1.5252345,0.0
6.769936,-1.3923923,0.0
6.7818084,-1.8498031,0.0
6.789206,-2.0817173,0.0
6.7813787,-1.8735492,0.0
6.782818,-2.0375009,0.0
6.789592,-2.575739,0.0
6.797131,-2.954387,0.0
6.786365,-2.1717052,0.0
6.78918,-2.2638566,0.0
6.7892513,-2.5657756,0.0
6.7873106,-2.6578093,0.0
6.790723,-2.8137372,0.0
6.791976,-2.8777306,0.0
6.787969,-2.4174342,0.0
6.7883544,-2.2548923,0.0
6.780466,-2.5257657,0.0
6.791923,-2.935383,0.0
6.7902584,-2.4172244,0.0
6.7855616,-2.4170861,0.0
6.7907305,-2.678622,0.0
6.7842107,-2.505794,0.0
6.7917743,-2.3306727,0.0
6.793692,-2.8587873,0.0
6.7798333,-2.3741872,0.0
6.784324,-2.543835,0.0
6.8053193,-3.2311907,0.0
6.8037887,-3.3228548,0.0
6.791841,-2.9419856,0.0
6.781467,-2.5341806,0.0
6.790034,-2.6808777,0.0
6.7885346,-2.5142365,0.0
6.7856965,-2.614136,0.0
6.7943525,-2.9828398,0.0
6.797628,-2.8294475,0.0
6.802501,-3.1676078,0.0
6.8001842,-3.1453328,0.0
6.797024,-2.8220816,0.0
6.7936573,-2.7430124,0.0
6.7874303,-2.6647413,0.0
6.815842,-3.5115385,0.0
6.814118,-3.6296241,0.0
6.7946587,-2.8312097,0.0
6.798735,-3.1108854,0.0
6.8293653,-3.8315554,0.0
6.8119855,-3.4586196,0.0
6.8067403,-3.3088083,0.0
6.796428,-2.9287577,0.0
6.8168955,-3.5198088,0.0
6.895111,-4.546637,0.0
6.877954,-4.3700175,0.0
6.891613,-4.544131,0.0
6.880488,-4.4245105,0.0
6.859408,-4.163632,0.0
7.053066,-5.5658903,0.0
7.0161104,-5.3514504,0.0
6.9127603,-4.690566,0.0
6.9394965,-4.9482303,0.0
6.841786,-3.887888,0.0
6.951786,-5.0260777,0.0
7.2281146,-6.2315383,0.0
7.34882,-6.593616,0.0
7.0441103,-5.503387,0.0
6.9711027,-5.10281,0.0
7.42181,-6.8045278,0.0
7.0149093,-5.3464046,0.0
7.0926795,-5.714266,0.0
7.139309,-5.878643,0.0
6.9296827,-4.8749146,0.0
6.902208,-4.66325,0.0
6.9881153,-5.20788,0.0
7.023898,-5.387395,0.0
6.950229,-5.000032,0.0
7.0580482,-5.5524173,0.0
7.0711484,-5.6097417,0.0
7.0451255,-5.5086255,0.0
7.104675,-5.771939,0.0
7.0707693,-5.6137652,0.0
7.2460566,-6.2642384,0.0
7.197787,-6.1214137,0.0
7.4211392,-6.796008,0.0
7.1066337,-5.770086,0.0
7.1430326,-5.891264,0.0
7.056771,-5.5494986,0.0
7.6056542,-7.26121,0.0
7.087934,-5.7009892,0.0
6.9418488,-4.9509444,0.0
7.0545125,-5.5359592,0.0
7.099765,-5.7623644,0.0
7.0145097,-5.3519607,0.0
6.977307,-5.148291,0.0
6.920373,-4.7993674,0.0
7.041211,-5.4778943,0.0
7.1748357,-6.0204144,0.0
7.136328,-5.8803687,0.0
7.144815,-5.9078035,0.0
7.2136664,-6.135873,0.0
7.161789,-5.9658685,0.0
7.088016,-5.671437,0.0
7.13012,-5.8496923,0.0
7.208704,-6.1473675,0.0
7.1416507,-5.902374,0.0
7.2631006,-6.314666,0.0
7.0968065,-5.715189,0.0
7.1599293,-5.9759464,0.0
7.3202333,-6.5298157,0.0
7.0386744,-5.4398766,0.0
7.2104573,-6.158087,0.0
7.6327877,-7.3220124,0.0
7.632735,-7.325209,0.0
2.2293484,2.8345752,1.0
3.0521438,5.3548503,1.0
2.8623161,5.013422,1.0
2.8809178,5.01344,1.0
2.9772751,5.249014,1.0
2.894611,5.045962,1.0
2.8859694,5.029447,1.0
2.8515172,4.9909163,1.0
2.848727,4.965848,1.0
2.8924327,5.0309663,1.0
2.9071083,5.085751,1.0
2.8990073,5.055862,1.0
2.8659804,5.00434,1.0
2.8174348,4.9348135,1.0
2.8820446,5.0339413,1.0
2.8528135,4.9652376,1.0
2.8379388,4.927425,1.0
2.8226163,4.93981,1.0
2.8494713,4.9585853,1.0
2.8875687,5.062291,1.0
2.8797927,4.9898334,1.0
2.834335,4.928429,1.0
2.8279448,4.8890557,1.0
2.771109,4.7983108,1.0
2.8356814,4.939544,1.0
2.8857539,5.0121145,1.0
2.8030465,4.79317,1.0
2.8028443,4.8225765,1.0
2.837224,4.938835,1.0
2.8750772,4.9540753,1.0
2.8091803,4.8607883,1.0
2.752023,4.763544,1.0
2.7695785,4.7982655,1.0
2.7752855,4.7796545,1.0
2.7978709,4.7955236,1.0
2.8190322,4.8329515,1.0
2.707015,4.65199,1.0
2.7629282,4.7436357,1.0
2.805199,4.8467,1.0
2.806181,4.858757,1.0
2.7116873,4.6067076,1.0
2.651356,4.446193,1.0
2.5989106,4.2993646,1.0
2.5808113,4.2672744,1.0
2.573783,4.259552,1.0
2.6044552,4.3700356,1.0
2.5722022,4.2638736,1.0
2.6094491,4.39106,1.0
2.6513789,4.5099273,1.0
2.6681507,4.5034328,1.0
2.6704504,4.4793744,1.0
2.5797236,4.247596,1.0
2.5803602,4.2992578,1.0
2.5822108,4.299553,1.0
2.6731334,4.5110497,1.0
2.52036,4.081715,1.0
2.6978817,4.5753756,1.0
2.73789,4.619251,1.0
2.6752467,4.5127397,1.0
2.6591842,4.485811,1.0
2.7233167,4.576314,1.0
2.5940735,4.300007,1.0
2.582629,4.260629,1.0
2.557503,4.156474,1.0
2.587015,4.26483,1.0
2.50533,4.0915008,1.0
2.57681,4.2112403,1.0
2.537626,4.1436477,1.0
2.6869364,4.481303,1.0
2.5869644,4.2669463,1.0
2.5365002,4.132318,1.0
2.6438084,4.419284,1.0
2.6605263,4.433563,1.0
2.6772277,4.49526,1.0
2.6156585,4.344246,1.0
2.5950172,4.2607017,1.0
2.7098863,4.544977,1.0
2.6478279,4.3920455,1.0
2.6462781,4.4137874,1.0
2.654759,4.43446,1.0
2.6330814,4.3295913,1.0
2.6582868,4.43839,1.0
2.6312978,4.3162737,1.0
2.6756816,4.4503074,1.0
2.6257782,4.3541613,1.0
2.6005082,4.2942123,1.0
2.6712186,4.42414,1.0
2.6064336,4.32157,1.0
2.6099672,4.2702456,1.0
2.6226103,4.264211,1.0
2.5739858,4.1914554,1.0
2.6208835,4.278236,1.0
2.6364992,4.3159723,1.0
2.6237285,4.359047,1.0
2.5662904,4.165602,1.0
2.6099222,4.255602,1.0
2.5859685,4.250842,1.0
2.5532756,4.1092124,1.0
2.6009364,4.2627664,1.0
2.63186,4.3392944,1.0
2.5667143,4.0945287,1.0
2.5650878,4.1276846,1.0
2.564698,4.1450315,1.0
2.561765,4.0987496,1.0
2.6089132,4.223644,1.0
2.5731993,4.128412,1.0
2.5698667,4.0860887,1.0
2.5477028,4.0992327,1.0
2.5862176,4.153221,1.0
2.5969965,4.171545,1.0
2.5069394,4.0183134,1.0
2.5327363,4.0193896,1.0
2.6270683,4.301839,1.0
2.589156,4.222172,1.0
2.583045,4.146875,1.0
2.5547428,4.076673,1.0
2.5793686,4.156819,1.0
2.5756857,4.1246653,1.0
2.5168464,3.9948702,1.0
2.537508,4.0231953,1.0
2.5640867,4.0770035,1.0
2.5849578,4.163164,1.0
2.5810905,4.0847397,1.0
2.547329,4.0168724,1.0
2.513579,3.9434502,1.0
2.5413854,3.9864285,1.0
2.5559585,4.0185623,1.0
2.58084,4.148562,1.0
2.5169983,3.902733,1.0
2.5202043,3.8879912,1.0
2.5572557,4.049774,1.0
2.5623837,4.0341697,1.0
2.536022,3.9971983,1.0
2.5339596,3.9462752,1.0
2.4830012,3.8071811,1.0
2.5146213,3.9179325,1.0
2.550098,3.9604347,1.0
2.584447,4.0938344,1.0
2.5085273,3.8632574,1.0
2.5208714,3.8443284,1.0
2.5709329,4.0437665,1.0
2.571813,4.0607953,1.0
2.5183167,3.8517475,1.0
2.5176675,3.90041,1.0
2.4792292,3.7558706,1.0
2.5029716,3.769945,1.0
2.5296135,3.8479018,1.0
2.5300653,3.8984933,1.0
2.4860592,3.7173016,1.0
2.4647162,3.732311,1.0
2.5425587,3.90006,1.0
2.539791,3.863919,1.0
2.4955816,3.7355456,1.0
2.4733648,3.6988628,1.0
2.4625707,3.7290413,1.0
2.4908981,3.7826567,1.0
2.4776196,3.6781301,1.0
2.4696908,3.7650886,1.0
2.5079465,3.795368,1.0
2.4807925,3.664646,1.0
2.4674394,3.7139518,1.0
2.4999313,3.7412732,1.0
2.460326,3.5474718,1.0
2.4796903,3.6794455,1.0
2.53787,3.8110144,1.0
2.5442712,3.828247,1.0
2.478775,3.6731863,1.0
2.4477625,3.5298698,1.0
2.5057325,3.7842293,1.0
2.4706066,3.606211,1.0
2.450546,3.4827528,1.0
2.4776204,3.5727878,1.0
2.4544613,3.5512488,1.0
2.476786,3.6060255,1.0
2.4955728,3.7308238,1.0
2.4723177,3.6042209,1.0
2.4860575,3.5503547,1.0
2.4218,3.4322789,1.0
2.4668794,3.5959368,1.0
2.4674633,3.5778513,1.0
2.4085994,3.443937,1.0
2.4366887,3.4312193,1.0
2.4675093,3.539108,1.0
2.468705,3.559858,1.0
2.4692307,3.4904454,1.0
2.4573112,3.5040376,1.0
2.4461112,3.3994586,1.0
2.451552,3.3764708,1.0
2.4681852,3.4508545,1.0
2.478315,3.5969977,1.0
2.433214,3.3478127,1.0
2.4731712,3.4711745,1.0
2.486588,3.4956243,1.0
2.4710612,3.4424603,1.0
2.442817,3.3750978,1.0
2.444756,3.355893,1.0
2.4544508,3.5541322,1.0
2.4581654,3.6230469,1.0
2.4327946,3.3186936,1.0
2.4117332,3.3032217,1.0
2.4554503,3.5475552,1.0
2.4369712,3.3942118,1.0
2.4362144,3.3061779,1.0
2.4140651,3.2498164,1.0
2.4609087,3.3331387,1.0
2.4189467,3.3395936,1.0
2.4352164,3.3134923,1.0
2.477548,3.3543572,1.0
2.4228044,3.2874722,1.0
2.4386477,3.2412686,1.0
2.4576268,3.2864015,1.0
2.457289,3.2373955,1.0
2.452742,3.243225,1.0
2.4374332,3.1603727,1.0
2.4438782,3.2812622,1.0
2.4400759,3.2351751,1.0
2.4337666,3.0980775,1.0
2.450862,3.2087681,1.0
2.4755602,3.2609005,1.0
2.4271696,3.3635316,1.0
2.43688,3.242998,1.0
2.4533925,3.1852653,1.0
2.4247823,3.2928524,1.0
2.4635391,3.2935836,1.0
2.4929724,3.086252,1.0
2.4770818,3.0664637,1.0
2.4631374,3.0162709,1.0
2.5174403,3.0584023,1.0
2.4700038,3.0804255,1.0
2.4696276,3.0257099,1.0
2.4673357,2.984719,1.0
2.4485717,3.0632448,1.0
2.4529393,3.2331135,1.0
2.4565866,3.1497247,1.0
2.4543335,3.0948353,1.0
2.4966152,3.0778441,1.0
2.4675915,3.0240526,1.0
2.4657838,3.089553,1.0
2.4798703,3.103214,1.0
2.4658468,3.125901,1.0
2.4700463,3.0315828,1.0
2.5033875,3.0039043,1.0
2.4602957,3.1425288,1.0
2.458737,3.1143632,1.0
2.4852278,2.9291852,1.0
2.4837313,3.0187092,1.0
2.479389,3.0035293,1.0
2.4813886,3.016212,1.0
2.4937463,2.9512691,1.0
2.506694,2.9573267,1.0
2.4942563,2.994302,1.0
2.5080404,2.9601016,1.0
2.4988754,2.9582322,1.0
2.5198627,2.986835,1.0
2.501493,2.9458811,1.0
2.4967415,2.9605968,1.0
2.4612758,3.1076376,1.0
2.4823632,2.9791536,1.0
2.5122428,2.8881946,1.0
2.4957001,2.8061085,1.0
2.4670308,2.9677665,1.0
2.4869833,2.928745,1.0
2.5007913,2.7536614,1.0
2.5120587,2.8534904,1.0
2.4767182,2.925208,1.0
2.4927473,3.059179,1.0
2.543604,2.8641639,1.0
2.561034,2.7614145,1.0
2.5369725,2.8712053,1.0
2.5339625,2.792437,1.0
2.5699003,2.7197707,1.0
2.5220628,2.8517232,1.0
2.554667,2.7482574,1.0
2.5314944,2.9334784,1.0
2.5156543,2.7875454,1.0
2.5719895,2.7576375,1.0
2.5347416,2.813637,1.0
2.5190268,2.75634,1.0
2.532095,2.9354124,1.0
2.5119548,2.8251078,1.0
2.5398583,2.7545867,1.0
2.5733273,2.6766455,1.0
2.5307922,2.7134547,1.0
2.5287244,2.7827077,1.0
2.5786157,2.6420212,1.0
2.5417898,2.7820678,1.0
2.5660343,2.76505,1.0
2.5820954,2.733127,1.0
2.5729306,2.6484327,1.0
2.611568,2.613208,1.0
2.5678654,2.6612089,1.0
2.546098,2.7536306,1.0
2.6368656,2.6089604,1.0
2.5828602,2.623659,1.0
2.5997791,2.655519,1.0
2.6269212,2.592961,1.0
2.6129115,2.5969732,1.0
2.6271634,2.5603898,1.0
2.571023,2.744637,1.0
2.590312,2.6540196,1.0
2.5923102,2.6068263,1.0
2.6502306,2.5766478,1.0
2.6025739,2.6528065,1.0
2.5939007,2.7563841,1.0
2.6616876,2.5473921,1.0
2.6139226,2.6015868,1.0
2.624428,2.658816,1.0
2.6528504,2.5420258,1.0
2.6511257,2.5100017,1.0
2.7002945,2.4212635,1.0
2.658181,2.5277038,1.0
2.6102602,2.689867,1.0
2.7210755,2.439781,1.0
2.6474547,2.6049306,1.0
2.6009104,2.6518748,1.0
2.661469,2.6314611,1.0
2.684007,2.5310862,1.0
2.7275548,2.3902578,1.0
2.6799426,2.523223,1.0
2.678375,2.4968545,1.0
2.732508,2.411567,1.0
2.6962876,2.504007,1.0
2.6796937,2.472889,1.0
2.7468321,2.4099379,1.0
2.6743565,2.4866555,1.0
2.6774125,2.4938126,1.0
2.7849536,2.358373,1.0
2.7853386,2.3150785,1.0
2.6704664,2.5689,1.0
2.7368155,2.4008224,1.0
2.7844157,2.3425643,1.0
2.7530134,2.3583674,1.0
2.7367313,2.4028487,1.0
2.6987453,2.4802706,1.0
2.7946393,2.304036,1.0
2.811958,2.3239558,1.0
2.728646,2.4173813,1.0
2.7605863,2.370101,1.0
2.7734003,2.386953,1.0
2.7541971,2.3618164,1.0
2.8680809,2.2245634,1.0
2.8644676,2.1949604,1.0
2.7643688,2.332457,1.0
2.8143017,2.296445,1.0
2.9047296,2.155966,1.0
