PC1,PC2,PC3,PC4,PC5
18.497881524901164,9.080990369076048,2.7345627306637126,1.032710064174535,1.8623495022852838
18.380640342067707,9.181942101296013,2.778275016573115,0.9846514722063551,1.888748181731604
18.635585701415714,9.077834341681125,2.7587996937804493,1.0349584528096383,1.8622546927420953
18.41669306526257,9.067613362258115,2.7709922989764557,0.9644730050977836,1.8754452186495136
18.05068357680796,9.144307334411947,2.8222525914961993,0.9036083467164634,1.8298971955178658
18.18944294702089,9.115704304959802,2.7931074983329065,0.9182081921983872,1.8602899274691682
19.121254533669948,9.166604845725747,2.6642174478509135,1.096247097840112,1.959693861490173
19.08320442899805,9.154723201884497,2.68925741706966,1.1267626019925938,1.9333865760004085
17.823381801045382,9.147798471153406,2.7826937751814094,0.841629462694658,1.8107541991541405
18.13699661932583,9.132723264595713,2.7530322603905857,0.8715868391473366,1.8221311965913256
18.1819340299366,9.156492684660803,2.6960437095439738,0.9414327329689163,1.788039161299163
17.849108189081363,9.113498483476386,2.704607809191053,0.8639800115034489,1.743085962022505
17.696981427955077,9.15041725345984,2.740619762888259,0.8344028567925194,1.724502927911094
17.1801996102497,8.922071482322494,2.6028042270040763,0.7339800689792195,1.571432234409849
17.569858749125398,8.71408355594167,2.46137577648732,0.7850244637638948,1.5701185077455853
17.516635325494196,8.73387394976773,2.422962811411207,0.8191569765659192,1.486689958772263
16.20613008994641,8.624993114051536,2.481940220867438,0.5475185079438593,1.3089933342526054
15.873198544572315,8.597702540334495,2.4784302205384026,0.4992614436013433,1.2519800548693099
16.63790079584214,8.569232573370673,2.3524610055942135,0.6757322152947186,1.2764896158670416
15.449992968250553,8.562760699693728,2.3986012625249518,0.45680056192660345,1.1099138857925044
15.480341013370236,8.437993953291105,2.35044475493971,0.47570219521893004,1.0686589215725801
15.986630839369411,8.458404915975636,2.2810667168651997,0.5810929652155338,1.1096863095486906
15.372714753289518,8.357143925230034,2.195265621750575,0.4519358630123611,0.9496401207506109
