c1,c2,y
12.496832,10.116589,0.0
11.4019375,9.650257,0.0
11.613319,9.753423,0.0
12.663466,10.3028,0.0
13.344708,10.690292,0.0
12.847428,10.424525,0.0
13.13119,10.577058,0.0
13.843758,10.530395,0.0
11.201457,9.557449,0.0
12.230801,10.026393,0.0
11.521528,9.709353,0.0
12.273366,10.043282,0.0
12.753872,10.380921,0.0
13.730256,10.808151,0.0
13.739087,10.486965,0.0
12.536322,10.1135025,0.0
12.579971,10.101126,0.0
13.31833,10.677012,0.0
13.362021,10.69892,0.0
12.663352,10.270283,0.0
12.666948,10.088853,0.0
13.710449,10.806974,0.0
14.560973,11.1308565,0.0
12.659733,10.291857,0.0
13.085456,10.209759,0.0
13.380691,10.327657,0.0
13.324877,10.3180485,0.0
13.137605,10.582799,0.0
13.734689,10.486248,0.0
13.328981,10.319497,0.0
13.014235,10.189845,0.0
13.727758,10.484727,0.0
13.876978,10.543817,0.0
13.886806,10.869584,0.0
14.036484,10.897528,0.0
15.135389,11.283527,0.0
14.938226,11.012444,0.0
14.427164,10.79107,0.0
13.139501,10.2326355,0.0
15.14807,11.286532,0.0
14.600854,11.143025,0.0
13.874405,10.866496,0.0
14.561282,11.131208,0.0
14.886859,10.981376,0.0
15.721329,11.469496,0.0
14.305463,10.836557,0.0
14.39751,10.823341,0.0
15.528176,11.364531,0.0
14.496857,10.815614,0.0
14.918321,10.998556,0.0
15.803325,11.499671,0.0
14.487192,11.083777,0.0
15.084761,11.134378,0.0
15.398075,11.297709,0.0
16.482393,11.752738,0.0
15.487167,11.345353,0.0
15.279968,11.297625,0.0
15.671422,11.450549,0.0
14.575533,11.135192,0.0
17.185137,11.987205,0.0
15.754511,11.487158,0.0
15.207095,11.293159,0.0
15.727233,11.470903,0.0
16.51738,11.770183,0.0
17.814598,12.462756,0.0
17.550114,12.25864,0.0
16.562698,11.788219,0.0
15.704892,11.462585,0.0
15.32656,11.301747,0.0
16.511984,11.767765,0.0
17.083467,11.951218,0.0
16.5732,11.792705,0.0
16.971241,11.944736,0.0
17.965164,12.524667,0.0
18.761133,12.335388,0.0
17.263018,12.017346,0.0
17.427904,12.103556,0.0
18.092838,12.047963,0.0
18.274685,12.086263,0.0
18.557661,12.182518,0.0
18.509111,12.676179,0.0
17.794186,11.999143,0.0
17.411798,12.096031,0.0
17.873291,12.49108,0.0
18.618069,12.667292,0.0
17.790216,11.993904,0.0
17.792734,11.992034,0.0
18.309948,12.117467,0.0
17.83664,12.473132,0.0
17.52437,12.236992,0.0
18.475086,12.672913,0.0
17.687746,12.023709,0.0
17.905836,12.504883,0.0
19.117022,12.646292,0.0
19.27828,12.636668,0.0
18.74556,12.315241,0.0
17.888445,12.499968,0.0
18.149351,12.631861,0.0
17.997084,12.01984,0.0
18.186007,12.084269,0.0
18.794182,12.370801,0.0
18.420435,12.672175,0.0
19.029533,12.6055155,0.0
18.999985,12.586821,0.0
18.408236,12.670241,0.0
18.445038,12.124482,0.0
18.288979,12.084069,0.0
19.540924,12.788744,0.0
19.737762,12.858295,0.0
18.583277,12.200284,0.0
18.958221,12.544969,0.0
20.102594,12.982542,0.0
19.456038,12.75412,0.0
19.232386,12.6854105,0.0
18.606289,12.668279,0.0
19.55393,12.793927,0.0
21.28381,13.389717,0.0
21.045843,13.311963,0.0
21.27976,13.387921,0.0
21.126574,13.32936,0.0
20.72157,13.204809,0.0
22.149134,14.129571,0.0
22.181465,13.48027,0.0
21.432348,13.482159,0.0
21.751627,13.442705,0.0
20.215342,13.022478,0.0
21.726023,13.741803,0.0
22.886293,14.321029,0.0
23.281322,13.928945,0.0
22.392208,13.432937,0.0
21.783081,13.799299,0.0
23.265224,14.299216,0.0
22.17499,13.480504,0.0
22.350124,14.188436,0.0
22.792768,13.568005,0.0
21.656105,13.4733095,0.0
21.401775,13.465165,0.0
22.060312,13.387258,0.0
22.231686,13.463129,0.0
21.701113,13.727374,0.0
22.130474,14.12817,0.0
22.197609,14.157084,0.0
22.398653,13.433408,0.0
22.433058,14.212044,0.0
22.204521,14.156783,0.0
22.909365,14.326268,0.0
22.987667,13.759745,0.0
23.273548,14.274661,0.0
22.68557,13.515201,0.0
22.579552,14.272066,0.0
22.448652,13.439066,0.0
23.492191,14.289205,0.0
22.330912,14.17983,0.0
21.675585,13.650933,0.0
22.118023,14.098926,0.0
22.414461,14.216946,0.0
22.181866,13.479935,0.0
21.8162,13.827558,0.0
21.564594,13.480806,0.0
22.360716,13.4322405,0.0
22.70246,14.309889,0.0
22.793873,13.568076,0.0
22.819958,13.583876,0.0
22.998266,13.775724,0.0
22.656818,14.291573,0.0
22.281887,14.190751,0.0
22.534555,14.253826,0.0
23.00457,13.785943,0.0
22.814444,13.580681,0.0
22.9866,14.240328,0.0
22.355156,14.185225,0.0
22.878809,13.627283,0.0
23.254002,13.882632,0.0
22.308939,13.440392,0.0
23.018536,13.7997875,0.0
23.517427,14.289992,0.0
23.519522,14.287739,0.0
-2.3981638,-7.733328,1.0
-13.040527,-23.574589,1.0
-12.809545,-22.872301,1.0
-12.493432,-23.249525,1.0
-12.9791765,-23.446144,1.0
-12.8320265,-23.051085,1.0
-12.827372,-22.97052,1.0
-12.374225,-23.200403,1.0
-12.296692,-23.14615,1.0
-12.831027,-22.98979,1.0
-12.769256,-23.260386,1.0
-12.81827,-23.114841,1.0
-12.440577,-23.228846,1.0
-12.189932,-23.040089,1.0
-12.831283,-22.981472,1.0
-12.3008,-23.148361,1.0
-12.623968,-22.639563,1.0
-12.640272,-22.649708,1.0
-12.274866,-23.130999,1.0
-12.82037,-23.11789,1.0
-12.409946,-23.218908,1.0
-12.622472,-22.638054,1.0
-12.519915,-22.543482,1.0
-12.040187,-22.439177,1.0
-12.647024,-22.662468,1.0
-12.498948,-23.248434,1.0
-12.082982,-22.44363,1.0
-12.253212,-22.437109,1.0
-12.646619,-22.662445,1.0
-12.290937,-23.149368,1.0
-12.05745,-22.813288,1.0
-11.94547,-22.340595,1.0
-12.042238,-22.434366,1.0
-11.986476,-22.427637,1.0
-12.071554,-22.452377,1.0
-12.032411,-22.726414,1.0
-11.5621805,-21.907501,1.0
-11.907017,-22.292126,1.0
-12.044681,-22.75356,1.0
-12.053562,-22.801826,1.0
-11.410456,-21.727694,1.0
-10.569279,-20.988844,1.0
-9.718172,-20.095312,1.0
-9.856191,-19.473312,1.0
-9.772246,-19.402096,1.0
-10.122572,-20.529959,1.0
-9.389678,-19.76118,1.0
-10.234738,-20.655602,1.0
-10.925329,-21.25428,1.0
-10.947859,-21.23308,1.0
-10.963078,-21.02053,1.0
-9.36677,-19.575369,1.0
-9.629739,-20.09475,1.0
-9.638109,-20.098919,1.0
-11.0067835,-21.263643,1.0
-8.240495,-18.173723,1.0
-11.291113,-21.570953,1.0
-11.494208,-21.823492,1.0
-11.022277,-21.264383,1.0
-10.842108,-21.148201,1.0
-11.320598,-21.617928,1.0
-10.098818,-19.775711,1.0
-9.414678,-19.732216,1.0
-8.805553,-18.907043,1.0
-9.849358,-19.467096,1.0
-8.223291,-18.27491,1.0
-9.203666,-19.288424,1.0
-8.64059,-18.792772,1.0
-10.947345,-21.09539,1.0
-9.470208,-19.801016,1.0
-8.57458,-18.686024,1.0
-10.683601,-20.617096,1.0
-10.54966,-20.917711,1.0
-10.928333,-21.206915,1.0
-10.052341,-20.380432,1.0
-9.461046,-19.74178,1.0
-11.203366,-21.4574,1.0
-10.600418,-20.46208,1.0
-10.407966,-20.81501,1.0
-10.542649,-20.91637,1.0
-10.321052,-20.067234,1.0
-10.811175,-20.733631,1.0
-9.942681,-20.235268,1.0
-10.894163,-20.830465,1.0
-10.145439,-20.431396,1.0
-10.08317,-19.741425,1.0
-10.772573,-20.67068,1.0
-9.879112,-20.253435,1.0
-9.556607,-19.862806,1.0
-9.5371,-19.849588,1.0
-9.068927,-19.175259,1.0
-10.063335,-19.62258,1.0
-10.277091,-19.973293,1.0
-10.405725,-20.269634,1.0
-8.898177,-18.981852,1.0
-9.857265,-19.417416,1.0
-9.719887,-19.36507,1.0
-8.529658,-18.447502,1.0
-9.878318,-19.4685,1.0
-10.350545,-20.135187,1.0
-8.765953,-18.110527,1.0
-8.678719,-18.614445,1.0
-8.765791,-18.803873,1.0
-8.524295,-18.330854,1.0
-9.602986,-19.195745,1.0
-8.993629,-18.412964,1.0
-8.709522,-18.040052,1.0
-8.450009,-18.348999,1.0
-9.185851,-18.650608,1.0
-9.288248,-18.840744,1.0
-7.968645,-17.506441,1.0
-8.064522,-17.52659,1.0
-10.190557,-19.848093,1.0
-9.341187,-19.320244,1.0
-9.148456,-18.587456,1.0
-8.361779,-18.115746,1.0
-9.163953,-18.695368,1.0
-8.973285,-18.389954,1.0
-7.9108496,-17.2708,1.0
-8.101889,-17.568789,1.0
-8.592483,-17.981817,1.0
-9.180679,-18.786198,1.0
-8.750841,-18.02494,1.0
-8.112324,-17.497437,1.0
-7.6433764,-16.833822,1.0
-7.9217324,-17.226635,1.0
-8.159882,-17.512745,1.0
-9.147891,-18.605854,1.0
-7.4127994,-16.471277,1.0
-7.3273444,-16.341833,1.0
-8.274411,-17.83883,1.0
-8.280514,-17.651304,1.0
-7.9632854,-17.315393,1.0
-7.6808133,-16.88492,1.0
-6.861367,-15.589912,1.0
-7.503118,-16.610477,1.0
-7.7743893,-17.01836,1.0
-8.835429,-18.097483,1.0
-7.178784,-16.094233,1.0
-7.086821,-15.949082,1.0
-8.385723,-17.716581,1.0
-8.51313,-17.847933,1.0
-7.124379,-16.008165,1.0
-7.399572,-16.450312,1.0
-6.616789,-15.178818,1.0
-6.711877,-15.336088,1.0
-7.11551,-15.99407,1.0
-7.403134,-16.45084,1.0
-6.4385552,-14.859945,1.0
-6.4912577,-14.959094,1.0
-7.4263587,-16.48505,1.0
-7.2140985,-16.149393,1.0
-6.532712,-15.02412,1.0
-6.3365827,-14.687915,1.0
-6.4734945,-14.933025,1.0
-6.7603006,-15.416478,1.0
-6.253354,-14.526576,1.0
-6.653652,-15.239736,1.0
-6.838073,-15.543618,1.0
-6.2049856,-14.442218,1.0
-6.402232,-14.806162,1.0
-6.5664425,-15.084735,1.0
-5.7167516,-13.473871,1.0
-6.2558417,-14.540549,1.0
-6.9370475,-15.711879,1.0
-7.026013,-15.856722,1.0
-6.2347975,-14.498926,1.0
-5.5942945,-13.325916,1.0
-6.7824426,-15.453197,1.0
-5.972154,-14.018033,1.0
-5.4124136,-12.944185,1.0
-5.8345094,-13.730795,1.0
-5.7714624,-13.482157,1.0
-5.974759,-14.026023,1.0
-6.507211,-14.985512,1.0
-5.9617443,-14.005877,1.0
-5.635085,-13.584978,1.0
-5.198311,-12.526446,1.0
-5.9182587,-13.933524,1.0
-5.8306837,-13.779891,1.0
-5.2245812,-12.609317,1.0
-5.2105665,-12.522534,1.0
-5.66637,-13.41121,1.0
-5.684704,-13.641528,1.0
-5.4523287,-13.020135,1.0
-5.497435,-13.116409,1.0
-5.1076865,-12.261325,1.0
-5.021784,-12.08054,1.0
-5.303061,-12.696663,1.0
-5.9297857,-13.952856,1.0
-4.8892484,-11.833435,1.0
-5.3763933,-12.869622,1.0
-5.478959,-13.075594,1.0
-5.2777567,-12.625855,1.0
-4.987585,-12.078608,1.0
-4.917135,-11.912815,1.0
-5.7893515,-13.501006,1.0
-6.0387635,-14.132628,1.0
-4.7690597,-11.567667,1.0
-4.5949035,-11.477389,1.0
-5.6439586,-13.506167,1.0
-5.0824947,-12.214177,1.0
-4.7100763,-11.454945,1.0
-4.433059,-10.950661,1.0
-4.942946,-11.655477,1.0
-4.786132,-11.787832,1.0
-4.7832375,-11.502996,1.0
-5.028289,-11.860597,1.0
-4.5653358,-11.314219,1.0
-4.4554925,-10.819931,1.0
-4.762682,-11.206653,1.0
-4.4629464,-10.754899,1.0
-4.483893,-10.817561,1.0
-4.211456,-10.094462,1.0
-4.6990523,-11.179377,1.0
-4.442967,-10.754489,1.0
-3.8683527,-9.561165,1.0
-4.3660254,-10.485498,1.0
-4.661923,-10.944445,1.0
-4.906204,-11.990795,1.0
-4.4738183,-10.831581,1.0
-4.288002,-10.2815695,1.0
-4.5917463,-11.36396,1.0
-4.809945,-11.266439,1.0
-4.0802264,-9.230525,1.0
-3.920997,-9.0922985,1.0
-3.535652,-8.733041,1.0
-4.064344,-8.88984,1.0
-3.8306768,-9.291652,1.0
-3.6121454,-8.790476,1.0
-3.4221966,-8.435687,1.0
-3.689215,-9.188311,1.0
-4.444852,-10.716675,1.0
-4.18665,-9.973239,1.0
-3.8965893,-9.471315,1.0
-4.061873,-9.132781,1.0
-3.5987105,-8.78209,1.0
-3.890154,-9.387402,1.0
-4.082785,-9.458156,1.0
-4.117031,-9.736943,1.0
-3.6315951,-8.841923,1.0
-3.8763037,-8.418821,1.0
-4.168406,-9.901726,1.0
-4.0457354,-9.642559,1.0
-3.3836503,-7.7565465,1.0
-3.8688242,-8.612721,1.0
-3.5374255,-8.570468,1.0
-3.8477466,-8.598865,1.0
-3.4475822,-7.979768,1.0
-3.6649694,-7.9597626,1.0
-3.8140125,-8.359704,1.0
-3.6906743,-7.98385,1.0
-3.6254902,-8.00237,1.0
-3.8484697,-8.2143,1.0
-3.5544431,-7.864433,1.0
-3.485791,-8.078992,1.0
-4.0220356,-9.568697,1.0
-3.4561274,-8.333497,1.0
-3.3528943,-7.295386,1.0
-3.0819297,-6.5842495,1.0
-3.3714178,-8.27123,1.0
-3.3930357,-7.743944,1.0
-2.8238056,-6.088242,1.0
-3.2491016,-6.9694157,1.0
-3.3378117,-7.7489443,1.0
-3.9922924,-8.963437,1.0
-3.313054,-6.971799,1.0
-3.1196456,-5.8441105,1.0
-3.3239064,-7.061286,1.0
-3.1399145,-6.300922,1.0
-2.8940675,-5.4387994,1.0
-3.2565002,-6.919971,1.0
-2.911244,-5.7697415,1.0
-3.5567493,-7.6361623,1.0
-3.0756936,-6.335192,1.0
-3.1252615,-5.75073,1.0
-3.1872554,-6.5048327,1.0
-2.8743875,-6.0282426,1.0
-3.5704532,-7.6527953,1.0
-3.1712275,-6.6966352,1.0
-2.9130516,-5.9065857,1.0
-2.7890108,-5.1210856,1.0
-2.7287781,-5.569045,1.0
-3.0725327,-6.2431355,1.0
-2.617709,-4.8415866,1.0
-3.105007,-6.170686,1.0
-3.1485937,-5.857236,1.0
-3.0037444,-5.488875,1.0
-2.6301575,-4.9171834,1.0
-2.6859758,-4.435525,1.0
-2.6742117,-5.0360217,1.0
-2.9236069,-5.86496,1.0
-2.8573513,-4.26572,1.0
-2.5562925,-4.6765723,1.0
-2.9224007,-4.8083854,1.0
-2.5310545,-4.2430663,1.0
-2.5308115,-4.327048,1.0
-2.4566238,-4.0192966,1.0
-3.0252635,-5.636803,1.0
-2.7420151,-4.8727474,1.0
-2.5196292,-4.4950976,1.0
-2.7836614,-3.9921532,1.0
-2.9156754,-4.774731,1.0
-3.1707423,-5.62768,1.0
-2.6019173,-3.7752252,1.0
-2.5431235,-4.356633,1.0
-2.977312,-4.7198386,1.0
-2.4400785,-3.8003159,1.0
-2.385637,-3.6010215,1.0
-2.254463,-2.9296134,1.0
-2.433038,-3.6878788,1.0
-2.990479,-5.0404167,1.0
-2.6019762,-2.9108918,1.0
-2.8588367,-4.1977944,1.0
-2.910745,-4.7749686,1.0
-2.9614756,-4.323823,1.0
-2.75058,-3.5568926,1.0
-2.1773283,-2.7035604,1.0
-2.730577,-3.5249834,1.0
-2.700425,-3.363681,1.0
-2.62272,-2.7254958,1.0
-2.7235298,-3.3408346,1.0
-2.3341653,-3.2646472,1.0
-2.2017815,-2.7397377,1.0
-2.3618658,-3.3722663,1.0
-2.3841488,-3.4018319,1.0
-2.6260262,-2.2969716,1.0
-2.5846076,-2.097196,1.0
-2.8073735,-3.8569033,1.0
-2.1974175,-2.724407,1.0
-2.6111205,-2.2233174,1.0
-2.122218,-2.4639525,1.0
-2.6624248,-2.663712,1.0
-2.551032,-3.2092628,1.0
-2.065758,-2.0981064,1.0
-2.579848,-2.06435,1.0
-2.6183946,-2.767415,1.0
-2.639209,-2.4328015,1.0
-2.6522827,-2.4746094,1.0
-2.1268415,-2.477791,1.0
-2.1775002,-1.6205193,1.0
-2.2649403,-1.507915,1.0
-2.0888977,-2.3042142,1.0
-2.0698037,-2.0203364,1.0
-2.230779,-1.3328612,1.0
-2.259773,-1.4663635,1.0
-2.2611601,-1.5629375,1.0
-2.3761709,-1.6074014,1.0
-2.127523,-2.466091,1.0
-2.1716871,-1.6511374,1.0
-2.080902,-2.1675353,1.0
-2.0765789,-1.9342115,1.0
-2.1815677,-1.131252,1.0
-2.2016556,-1.239585,1.0
-2.5662575,-1.9989712,1.0
-2.6033962,-2.1365864,1.0
-2.320661,-1.5735732,1.0
