PC1,PC2,PC3
18.49788152490128,9.080990369075954,2.734562730663706
18.380640342067803,9.181942101295961,2.778275016573108
18.63558570141584,9.077834341681111,2.7587996937804515
18.41669306526267,9.067613362258092,2.77099229897645
18.050683576808062,9.144307334411923,2.8222525914961905
18.18944294702101,9.115704304959777,2.793107498332904
19.121254533670058,9.16660484572572,2.6642174478509077
19.08320442899818,9.154723201884476,2.6892574170696535
17.823381801045485,9.14779847115338,2.7826937751814063
18.136996619325966,9.132723264595697,2.7530322603905852
18.18193402993673,9.156492684660773,2.696043709543969
17.849108189081488,9.113498483476347,2.7046078091910477
17.696981427955198,9.15041725345981,2.7406197628882616
17.180199610249847,8.922071482322457,2.6028042270040737
17.56985874912555,8.714083555941647,2.4613757764873134
17.516635325494335,8.733873949767702,2.4229628114112076
16.206130089946534,8.624993114051515,2.481940220867437
15.873198544572434,8.59770254033448,2.4784302205384017
16.637900795842295,8.569232573370645,2.3524610055942103
15.449992968250669,8.562760699693689,2.3986012625249504
15.480341013370365,8.437993953291079,2.350444754939709
15.986630839369528,8.458404915975619,2.2810667168652046
15.37271475328965,8.357143925230018,2.1952656217505795
15.717894495246961,8.316972691627473,2.147704436232938
15.423030824676024,8.29983350125909,2.099732643886704
15.321174280906718,8.215612864862075,2.087829240321791
14.664534242511307,8.174930995718428,2.058065162506125
14.411141538877368,8.141345635264146,2.0395292687899325
15.019884407644518,8.066597143034029,1.900192119608703
14.698329159823324,8.052186193969375,1.8922417501568998
14.638540137341579,7.972994295403387,1.819646785550028
14.579429914473122,7.910189332015488,1.7651696563178987
13.87734559504322,7.83025709003104,1.7587996714953857
14.235727498575894,7.833243681883372,1.6930577350552798
14.11316473880599,7.6756352598394235,1.619277328155828
14.530526561842597,7.693580214810823,1.5381375640315316
13.770459473994785,7.55628108782891,1.545887432390818
13.61119269570831,7.476179021305997,1.4952464970884023
13.61034933801385,7.515710033845521,1.4642738673159597
12.477768137261704,7.44336274538108,1.5128672003536798
12.998492330408439,7.4425743919977165,1.4026737610948143
13.250632565047354,7.425383609444616,1.237057655755029
11.660219901758245,7.361346601667088,1.3868003890661178
11.93310173876576,7.299974449316004,1.2535557540796607
12.711547330889905,7.303057350571149,1.1346677071311404
11.841229494166198,7.288170703464638,1.1440159504888658
12.086083237073721,7.202460467377054,1.0751852841452905
11.966489188217313,7.2265186816591145,1.0196737740498614
12.257924133549684,7.081538624338688,0.9137382106687257
12.87614487515549,7.025185253665443,0.8565197383895302
11.780121358156789,7.04405193420673,0.7907265751998707
11.54920987924079,6.9271660229194785,0.7609294600509525
12.157065990333638,6.882237458337018,0.6931084113481348
11.985047002263746,6.842207276863412,0.64837264970708
11.111618634429057,6.816807660139102,0.5651061840385321
10.969189316940238,6.751692492292366,0.5429374429599647
11.34873982056591,6.680555901681891,0.42786024451037336
11.130637324404752,6.618599467786496,0.4066470839934393
10.112172166405212,6.5932241234625275,0.4057040348859451
10.016038777672533,6.538517684331739,0.35907619958397996
9.976495947168809,6.428228996909491,0.2687713788596025
10.959593984360165,6.502058478878457,0.17920489377382826
9.680098530502583,6.327106795784091,0.20055326443054075
9.473067694112174,6.274675467947718,0.16763913460308805
10.20064066212218,6.331550647575366,-0.012183338552813859
9.496385061766427,6.272414104221565,-0.01156925970580645
9.445770948351853,6.2065043865507,-0.01646256377857721
9.224476545047063,6.150376056321681,-0.032454448385123624
9.058240388821964,6.067773733257016,-0.10916912954214919
9.440893292518066,6.089934472824851,-0.15487277958760678
9.344731249618885,6.03744393832964,-0.2276786563805294
9.34692228720738,5.9776859815152745,-0.29205759716986135
9.317016961325203,5.906717236814966,-0.30377179937427407
8.541275334551708,5.8932665178767545,-0.2850206521245665
8.565580066615086,5.710136847509126,-0.42017494648216364
8.839378860072038,5.756073838797387,-0.4235867813020086
8.80944385179996,5.584554058827223,-0.5224949138768697
8.667753366999035,5.588498788320079,-0.5236731835893732
7.964526524853997,5.550796450054156,-0.4741161016494172
7.9916871671734535,5.475486275944792,-0.50822116056716
8.012132857533256,5.510323906007854,-0.6424694220264657
7.447816293180433,5.4483042068370935,-0.5764076135157024
7.772855619148968,5.430682831067288,-0.6516542010096931
8.535915830420304,5.429913291606781,-0.7929643342499927
7.481435625533686,5.36371438242184,-0.7168119462782682
7.031536887032188,5.315643244570687,-0.7297601152886406
7.953447509344245,5.280183960118441,-0.8741525754945281
8.524326153660576,5.249558136872231,-0.9347440072638357
7.863223242167034,5.111041143345911,-0.9465748746508279
7.9423390898986135,5.089300285723741,-0.9098180818281122
7.697195349344236,5.045956742688575,-1.0638969106713063
7.107259730436544,4.929678677968752,-1.010897474228845
7.525673910471983,4.928110564364394,-1.0558885918592036
6.901749700983992,4.821878078995297,-1.065360515122405
6.540036006880378,4.830535280238339,-1.0696777686804868
6.707243071359813,4.8257256775357265,-1.134757964250697
6.771746425827483,4.7314258464662915,-1.166321009824545
6.698467124683808,4.726189769419312,-1.1527666481308645
5.520437669510566,4.6803178522326325,-1.1868084338488443
5.955965799394861,4.67389580089891,-1.2623533645153415
6.161312870614786,4.552185115696402,-1.260426212403564
6.149474115241108,4.581322424653098,-1.3177905016557168
5.211126291782273,4.420490434021603,-1.3241143149619057
5.447897318705652,4.455939762125426,-1.351909223844743
5.486388318693404,4.387740485299732,-1.4144523669406912
5.316884534770711,4.286383795234599,-1.4395501524350216
5.891887121319522,4.27816993400152,-1.4983336037505144
4.202770846444682,4.229982786218075,-1.4292386255027403
3.9614124703036286,4.241470816015228,-1.4923914923532342
3.768461483512535,4.213059619018157,-1.5122622820708824
4.4009208712890056,4.166095427982186,-1.5826267131341836
3.8451751906083036,4.073620773068582,-1.5537799604169238
3.801051371887167,4.061618242094261,-1.5656024502624748
3.5137390072700168,4.01853605217492,-1.599672394259473
3.708707102744639,3.9071175933206055,-1.630969888009393
3.066929890358229,3.9262372932835605,-1.5857720906177262
3.5934374050527533,3.815379613673179,-1.6850812739407064
4.295378788764695,3.8466912129164794,-1.7670138508876025
3.246427125227628,3.7412111225537874,-1.7135637490012845
4.023984422989283,3.6876994375200987,-1.7726926836500037
3.7107735003093163,3.6764723986542673,-1.7421960123732536
3.2045398647689227,3.590877758487155,-1.7505439105835443
3.828850794393101,3.5368985663400903,-1.820973558332317
3.1871858347557764,3.5595863771558647,-1.8231114135584503
3.0327128882431715,3.447514257910462,-1.7889483309206982
2.2858355160874595,3.424576015956949,-1.743709970632963
2.6754065694513547,3.387095433051408,-1.8487717036098241
2.643132116277834,3.3527233449016083,-1.8367421116271623
2.6773217923749866,3.3191843604670392,-1.8959613267470248
3.0227297902813652,3.2884888960899965,-1.9519354791779073
1.5131148208765643,3.1936769118261426,-1.8151964876233966
1.9109201531336435,3.186952956458537,-1.8778800089792096
2.934551276356532,3.149863788731029,-1.9998067864984626
2.5277904390668886,3.105571703215729,-1.9790345627230965
2.0356017001506808,3.0706126597104504,-1.957539102763751
1.6030787670790156,3.054812187485998,-1.913470571174292
1.731396660452897,2.9617047497628985,-1.917751085149642
1.818230398744295,2.949083104367625,-1.971548657978947
0.7606583425246176,2.9035339798992403,-1.8661609338623169
1.772893309400254,2.8453218885611307,-1.9717229614634317
2.629279603345108,2.8314526205785615,-2.055976373629898
2.3599011378970167,2.7870251175720715,-2.054453908231843
0.8816492731345938,2.756441368926786,-1.9208287323497844
0.7678881107943109,2.74212048145281,-1.921032532903418
1.233492654927561,2.659971844984175,-1.99074159772756
1.0178538080000352,2.639211450813314,-1.9966105913156444
0.690770433103337,2.618421290750017,-1.9760050474035866
0.5251764840772172,2.5623763735459946,-1.9391397717622156
1.3401017863697455,2.531538952728214,-2.062394053718888
1.277593235898088,2.510429994037973,-2.0692949337270132
0.3039518093200375,2.4474212500636296,-1.9247236665018927
0.3113532022073387,2.43596671766505,-1.959078029556456
1.5308460357579308,2.3925294164264646,-2.12801064963803
0.6883226332822869,2.397013775627457,-2.0285922698216536
0.7077708810445426,2.346839231462942,-2.0310211078306777
-0.24732135429617122,2.3599354764971356,-1.9687683534382665
0.27378545256052855,2.271311270473574,-1.984686230132942
1.4357239119590328,2.258392888154245,-2.143239514867173
1.4348863982507345,2.2211397679961764,-2.1626367244784332
1.2429673115800999,2.201153945182491,-2.1345248592434634
-0.44140184540896016,2.219749334807837,-1.93356421653484
-0.5543212246732004,2.2021173196106356,-1.9253105241604906
0.8664292342856615,2.1271737208595587,-2.1036262102676133
0.14568879045978167,2.1211533795885966,-2.0205826063617307
-0.658383793688287,2.0965138307866287,-1.942064849880871
-0.45472329199477074,2.0612085289839963,-2.0031500001061366
-0.4887398088647491,2.0447580157507437,-2.01574995022192
-0.054282034619568466,1.9796558488915021,-2.047317950534903
0.5763585656647282,1.9323761613498738,-2.1338128840747514
0.8164061851054648,1.9173834063674104,-2.1576274724630813
1.042424122061456,1.882425625517391,-2.2009609484814026
1.2273582016643503,1.8539007579438136,-2.2290781547641996
0.15907589775123887,1.8643738399251075,-2.078853236056299
0.2057839304831547,1.8038606373060881,-2.0755309115681126
0.59587586155066,1.761426568263912,-2.1702606607600927
-0.36045870146854037,1.7727750451227213,-2.0286703510205077
0.3811463702034196,1.6967988137324956,-2.095376092329723
0.05813018775477359,1.7321603028069164,-2.0897554061644645
